Date,Вирус клещевого энцефалита(кач) РНК,Вирус клещевого энцефалита(кач) РНКprob,Borrelia miyamotoi (кач) ДНК,Borrelia miyamotoi (кач) ДНКprob,Ehrlichia muris/chaffeеnsis(кач) ДНК,Ehrlichia muris/chaffeеnsis(кач) ДНКprob,Anaplasma Phagocytophillum(кач) ДНК,Anaplasma Phagocytophillum(кач) ДНКprob,Borrelia burgdorferi s.l (кач) ДНК,Borrelia burgdorferi s.l (кач) ДНКprob,region,Borrelia miyamotoi (кач) ДНКprob_1,Anaplasma Phagocytophillum(кач) ДНКprob_1,Ehrlichia muris/chaffeеnsis(кач) ДНКprob_1,Borrelia burgdorferi s.l (кач) ДНКprob_1,Вирус клещевого энцефалита(кач) РНКprob_1
2020-06-23,98,5,13,0,63,3,63,3,97,45,Челябинская обл ,0.0,0.047619047619047616,0.047619047619047616,0.4639175257731959,0.05102040816326531
2020-06-24,68,0,16,0,44,4,44,0,68,26,Челябинская обл ,0.0,0.0,0.09090909090909091,0.38235294117647056,0.0
2020-06-25,80,1,9,0,55,2,54,0,80,36,Челябинская обл ,0.0,0.0,0.03636363636363636,0.45,0.0125
2020-06-26,53,0,8,0,38,3,38,2,53,15,Челябинская обл ,0.0,0.05263157894736842,0.07894736842105263,0.2830188679245283,0.0
2020-06-27,50,1,7,0,35,4,35,0,50,11,Челябинская обл ,0.0,0.0,0.11428571428571428,0.22,0.02
2020-06-28,73,2,13,1,50,1,50,1,73,22,Челябинская обл ,0.07692307692307693,0.02,0.02,0.3013698630136986,0.0273972602739726
2020-06-29,83,0,14,0,60,6,60,1,82,27,Челябинская обл ,0.0,0.016666666666666666,0.1,0.32926829268292684,0.0
2020-06-30,58,0,10,0,44,1,44,0,58,14,Челябинская обл ,0.0,0.0,0.022727272727272728,0.2413793103448276,0.0
2020-07-01,40,0,4,0,24,1,24,1,41,15,Челябинская обл ,0.0,0.041666666666666664,0.041666666666666664,0.36585365853658536,0.0
2020-07-02,75,0,23,2,53,4,53,1,75,34,Челябинская обл ,0.08695652173913043,0.018867924528301886,0.07547169811320754,0.4533333333333333,0.0
2020-07-03,82,0,14,0,57,1,57,0,83,38,Челябинская обл ,0.0,0.0,0.017543859649122806,0.4578313253012048,0.0
2020-07-04,82,0,13,0,47,0,47,0,82,30,Челябинская обл ,0.0,0.0,0.0,0.36585365853658536,0.0
2020-07-05,90,2,18,1,65,1,65,2,90,40,Челябинская обл ,0.05555555555555555,0.03076923076923077,0.015384615384615385,0.4444444444444444,0.022222222222222223
2020-07-06,128,0,19,0,72,4,72,2,128,56,Челябинская обл ,0.0,0.027777777777777776,0.05555555555555555,0.4375,0.0
2020-07-07,83,1,9,2,56,5,56,1,85,39,Челябинская обл ,0.2222222222222222,0.017857142857142856,0.08928571428571429,0.4588235294117647,0.012048192771084338
2020-07-08,56,1,10,1,37,2,37,0,56,24,Челябинская обл ,0.1,0.0,0.05405405405405406,0.42857142857142855,0.017857142857142856
2020-07-09,63,0,15,0,40,1,40,0,63,24,Челябинская обл ,0.0,0.0,0.025,0.38095238095238093,0.0
2020-07-10,39,1,5,0,27,0,27,0,40,13,Челябинская обл ,0.0,0.0,0.0,0.325,0.02564102564102564
2020-07-11,31,0,7,0,25,1,25,1,32,13,Челябинская обл ,0.0,0.04,0.04,0.40625,0.0
2020-07-12,27,0,4,0,17,0,17,2,27,10,Челябинская обл ,0.0,0.11764705882352941,0.0,0.37037037037037035,0.0
2020-07-13,71,1,11,0,54,0,54,0,72,25,Челябинская обл ,0.0,0.0,0.0,0.3472222222222222,0.014084507042253521
2020-07-14,40,0,10,0,25,1,25,1,40,15,Челябинская обл ,0.0,0.04,0.04,0.375,0.0
2020-07-15,25,0,8,0,20,1,20,0,25,5,Челябинская обл ,0.0,0.0,0.05,0.2,0.0
2020-07-16,21,0,5,0,14,0,14,0,21,5,Челябинская обл ,0.0,0.0,0.0,0.23809523809523808,0.0
2020-07-17,16,0,1,0,9,0,9,0,16,5,Челябинская обл ,0.0,0.0,0.0,0.3125,0.0
2020-07-18,16,0,5,0,14,0,14,1,16,4,Челябинская обл ,0.0,0.07142857142857142,0.0,0.25,0.0
2020-07-19,10,0,4,0,9,0,9,0,10,1,Челябинская обл ,0.0,0.0,0.0,0.1,0.0
2020-07-20,22,0,8,0,16,0,16,0,22,5,Челябинская обл ,0.0,0.0,0.0,0.22727272727272727,0.0
2020-07-21,12,0,4,1,7,0,7,0,12,0,Челябинская обл ,0.25,0.0,0.0,0.0,0.0
2020-07-22,20,0,6,0,14,0,14,0,20,2,Челябинская обл ,0.0,0.0,0.0,0.1,0.0
2020-07-23,20,0,6,0,16,0,16,0,20,3,Челябинская обл ,0.0,0.0,0.0,0.15,0.0
2020-07-24,13,0,4,0,7,0,7,0,13,1,Челябинская обл ,0.0,0.0,0.0,0.07692307692307693,0.0
2020-07-25,12,0,4,0,9,0,9,0,12,2,Челябинская обл ,0.0,0.0,0.0,0.16666666666666666,0.0
2020-07-26,21,0,7,0,13,0,13,0,21,3,Челябинская обл ,0.0,0.0,0.0,0.14285714285714285,0.0
2020-07-27,16,0,5,0,10,0,10,0,16,3,Челябинская обл ,0.0,0.0,0.0,0.1875,0.0
2020-07-28,12,0,3,0,6,0,6,0,12,3,Челябинская обл ,0.0,0.0,0.0,0.25,0.0
2020-07-29,18,0,1,0,10,0,10,0,18,2,Челябинская обл ,0.0,0.0,0.0,0.1111111111111111,0.0
2020-07-30,16,0,8,0,13,0,13,0,16,3,Челябинская обл ,0.0,0.0,0.0,0.1875,0.0
2020-07-31,17,0,7,0,14,0,14,0,16,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-01,11,0,3,0,7,0,7,0,11,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-02,23,0,10,0,15,1,14,0,23,1,Челябинская обл ,0.0,0.0,0.06666666666666667,0.043478260869565216,0.0
2020-08-03,34,0,11,0,25,0,25,0,33,6,Челябинская обл ,0.0,0.0,0.0,0.18181818181818182,0.0
2020-08-04,33,0,8,0,21,0,21,1,32,5,Челябинская обл ,0.0,0.047619047619047616,0.0,0.15625,0.0
2020-08-05,39,0,12,0,26,0,26,0,39,2,Челябинская обл ,0.0,0.0,0.0,0.05128205128205128,0.0
2020-08-06,21,0,4,0,9,0,9,0,21,1,Челябинская обл ,0.0,0.0,0.0,0.047619047619047616,0.0
2020-08-07,26,0,9,0,19,0,19,0,26,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-08,23,0,5,0,14,0,14,0,24,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-09,29,0,3,0,17,0,17,0,30,4,Челябинская обл ,0.0,0.0,0.0,0.13333333333333333,0.0
2020-08-10,40,0,13,0,28,0,28,0,40,3,Челябинская обл ,0.0,0.0,0.0,0.075,0.0
2020-08-11,26,0,5,0,17,0,17,0,26,1,Челябинская обл ,0.0,0.0,0.0,0.038461538461538464,0.0
2020-08-12,26,0,7,0,18,0,18,0,26,1,Челябинская обл ,0.0,0.0,0.0,0.038461538461538464,0.0
2020-08-13,50,0,14,0,28,0,28,0,50,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-14,37,0,10,0,22,0,22,0,37,2,Челябинская обл ,0.0,0.0,0.0,0.05405405405405406,0.0
2020-08-15,49,0,9,0,26,0,26,0,48,1,Челябинская обл ,0.0,0.0,0.0,0.020833333333333332,0.0
2020-08-16,61,0,13,0,38,0,38,0,61,1,Челябинская обл ,0.0,0.0,0.0,0.01639344262295082,0.0
2020-08-17,75,0,19,0,46,0,46,0,75,2,Челябинская обл ,0.0,0.0,0.0,0.02666666666666667,0.0
2020-08-18,51,0,11,0,30,0,30,0,50,2,Челябинская обл ,0.0,0.0,0.0,0.04,0.0
2020-08-19,39,0,13,0,27,0,27,0,39,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-20,55,0,10,0,29,0,29,0,54,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-21,50,0,14,0,32,0,32,0,49,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-22,66,1,23,0,42,0,42,0,66,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.015151515151515152
2020-08-23,96,0,29,0,66,0,66,0,93,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-24,178,0,51,0,107,0,107,1,177,3,Челябинская обл ,0.0,0.009345794392523364,0.0,0.01694915254237288,0.0
2020-08-25,128,0,39,0,75,0,75,0,128,1,Челябинская обл ,0.0,0.0,0.0,0.0078125,0.0
2020-08-26,129,0,26,0,79,1,79,1,129,1,Челябинская обл ,0.0,0.012658227848101266,0.012658227848101266,0.007751937984496124,0.0
2020-08-27,127,0,31,0,81,1,81,0,126,0,Челябинская обл ,0.0,0.0,0.012345679012345678,0.0,0.0
2020-08-28,107,0,33,0,74,0,74,0,106,3,Челябинская обл ,0.0,0.0,0.0,0.02830188679245283,0.0
2020-08-29,84,0,20,0,57,0,57,0,83,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-08-30,105,0,28,0,71,0,71,0,104,4,Челябинская обл ,0.0,0.0,0.0,0.038461538461538464,0.0
2020-08-31,129,0,31,0,89,1,89,0,127,3,Челябинская обл ,0.0,0.0,0.011235955056179775,0.023622047244094488,0.0
2020-09-01,92,1,23,0,57,0,57,0,92,3,Челябинская обл ,0.0,0.0,0.0,0.03260869565217391,0.010869565217391304
2020-09-02,72,1,13,0,43,0,43,0,71,3,Челябинская обл ,0.0,0.0,0.0,0.04225352112676056,0.013888888888888888
2020-09-03,61,0,10,0,29,1,29,0,60,1,Челябинская обл ,0.0,0.0,0.034482758620689655,0.016666666666666666,0.0
2020-09-04,52,0,5,0,23,0,23,0,53,1,Челябинская обл ,0.0,0.0,0.0,0.018867924528301886,0.0
2020-09-05,50,0,16,0,30,1,30,0,50,3,Челябинская обл ,0.0,0.0,0.03333333333333333,0.06,0.0
2020-09-06,81,1,25,0,55,1,55,0,79,3,Челябинская обл ,0.0,0.0,0.01818181818181818,0.0379746835443038,0.012345679012345678
2020-09-07,105,1,34,0,65,0,65,0,104,2,Челябинская обл ,0.0,0.0,0.0,0.019230769230769232,0.009523809523809525
2020-09-08,66,0,9,0,35,0,35,0,65,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-09,67,0,13,0,34,0,34,0,66,1,Челябинская обл ,0.0,0.0,0.0,0.015151515151515152,0.0
2020-09-10,47,0,15,0,30,0,30,0,47,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-11,41,0,14,0,29,0,29,0,42,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-12,53,0,17,0,34,0,34,0,52,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-13,50,0,3,0,27,0,27,0,49,1,Челябинская обл ,0.0,0.0,0.0,0.02040816326530612,0.0
2020-09-14,101,0,35,0,65,0,65,0,101,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-15,48,0,9,0,30,0,30,0,48,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-16,26,0,3,0,13,0,13,0,24,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-17,22,0,0,0,6,0,6,0,22,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-09-18,20,0,8,0,16,0,16,0,20,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-19,17,0,7,0,12,0,12,0,17,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-20,37,0,9,0,21,0,21,0,37,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-21,65,0,21,0,42,0,42,0,64,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-22,20,0,2,0,11,0,11,0,19,1,Челябинская обл ,0.0,0.0,0.0,0.05263157894736842,0.0
2020-09-23,14,0,3,0,7,0,7,0,13,1,Челябинская обл ,0.0,0.0,0.0,0.07692307692307693,0.0
2020-09-24,23,0,4,0,15,0,15,0,22,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-25,10,0,1,0,5,0,5,0,10,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-26,15,0,1,0,8,0,8,0,15,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-27,24,0,7,0,18,1,18,0,24,0,Челябинская обл ,0.0,0.0,0.05555555555555555,0.0,0.0
2020-09-28,51,0,16,0,33,0,33,0,51,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-09-29,35,0,10,0,25,0,25,0,35,1,Челябинская обл ,0.0,0.0,0.0,0.02857142857142857,0.0
2020-09-30,32,0,9,0,19,0,19,0,32,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-01,20,0,7,0,13,0,13,0,20,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-02,23,0,5,0,16,0,16,0,23,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-03,23,0,6,0,13,0,13,0,23,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-04,23,0,7,0,18,0,18,0,23,1,Челябинская обл ,0.0,0.0,0.0,0.043478260869565216,0.0
2020-10-05,31,1,12,0,21,0,21,0,31,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.03225806451612903
2020-10-06,19,0,4,0,13,0,13,0,19,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-07,7,0,1,0,4,0,4,0,7,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-08,9,0,4,0,4,0,4,0,9,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-09,7,0,4,0,4,0,4,1,7,0,Челябинская обл ,0.0,0.25,0.0,0.0,0.0
2020-10-10,4,0,2,0,2,0,2,0,4,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-11,12,0,2,0,6,0,6,0,12,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-12,18,0,6,0,14,0,14,0,17,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-13,6,0,2,0,2,0,2,0,6,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-14,14,0,2,0,8,0,8,0,14,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-15,6,0,1,0,3,0,3,0,6,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-16,3,0,1,0,1,0,1,0,2,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-17,4,0,2,0,2,0,2,0,3,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-18,5,0,1,0,3,0,3,0,5,1,Челябинская обл ,0.0,0.0,0.0,0.2,0.0
2020-10-19,4,0,2,0,2,0,2,0,4,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-20,3,0,2,0,2,0,2,0,3,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-10-22,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-10-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-10-24,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-25,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-10-26,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-10-28,2,0,1,0,1,0,1,0,2,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-10-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-10-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-10-31,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-07,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-11-08,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-11-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-10,2,0,0,0,0,0,0,0,2,0,Челябинская обл ,,,,0.0,0.0
2020-11-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-13,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-11-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-18,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-11-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-26,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-11-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-11-30,1,1,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,1.0
2020-12-01,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-12-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-12-31,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-28,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2021-01-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-01-31,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-02-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-03,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2021-03-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2021-03-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
